ligand,blob_map_filename
RARE_LIGAND,6ZKE_g_201_ZMP.npz
RARE_LIGAND,7SK8_A_408_GJ9.npz
BO2,7LXT_Z_301_BO2.npz
SF4-like,7BKC_d_701_SF4.npz
ATP-like,6RKD_E_302_ATP.npz
RARE_LIGAND,7R41_L_1_FME.npz
CLA-like,6LU1_B_823_CLA.npz
CDL,7QSK_r_201_CDL.npz
CLA-like,8HW1_F_601_CLA.npz
MG-like,7QVI_N_502_MG.npz
GTP-like,7TR1_A_501_GTP.npz
CL-like,8D1F_A_514_CL.npz
HEC-like,8GY2_A_801_HEC.npz
ADP-like,5LJV_A_402_ADP.npz
CLA-like,6KAC_D_403_CLA.npz
ATP-like,7NJS_F_600_ATP.npz
CLA-like,7R3K_A_842_CLA.npz
MAN-like,6OKP_H_5_MAN.npz
NAG,8IOS_D_2_NAG.npz
RARE_LIGAND,7X9W_F_31_CSS.npz
CDL,6TDV_A_504_CDL.npz
CLA-like,6LU1_B_833_CLA.npz
RARE_LIGAND,8F8T_D_73_HIC.npz
RARE_LIGAND,8DMX_C_73_HIC.npz
MG-like,7XHA_A_1001_MG.npz
NAG,7T9T_d_2_NAG.npz
RARE_LIGAND,6KAD_r_607_CHL.npz
CYC-like,7EZX_MF_1001_CYC.npz
CYC-like,7EZX_H9_1001_CYC.npz
RARE_LIGAND,6T9O_B_809_UMQ.npz
CLA-like,6ZZX_9_605_CLA.npz
CLA-like,7BLX_A_1124_CLA.npz
RARE_LIGAND,7R42_B_203_PC1.npz
NAG,8HEC_A_1308_NAG.npz
ATP-like,7NJM_B_600_ATP.npz
RARE_LIGAND,6ZZX_J_4002_RRX.npz
CA-like,6N23_E_501_CA.npz
MG-like,8BM1_D_601_MG.npz
CLA-like,7R3K_B_814_CLA.npz
RARE_LIGAND,8ABA_C_501_HEM.npz
ZN-like,6ZJA_R_602_NI.npz
RARE_LIGAND,6NBD_D_201_HEM.npz
ADP-like,6RDW_X_601_ADP.npz
BCR,6ZZX_A_4005_BCR.npz
NAP-like,7W4N_J_401_NDP.npz
NAG,7WS0_R_2_NAG.npz
AGS,6UKS_A_802_AGS.npz
CLA-like,7R3K_B_804_CLA.npz
RARE_LIGAND,8HG3_T_308_KC2.npz
CLR,8F7Q_M_402_CLR.npz
NAG,6PZY_R_1_NAG.npz
NAG,7MY3_I_1_NAG.npz
RARE_LIGAND,6KAD_a_412_SQD.npz
CLA-like,6ZZX_A_1110_CLA.npz
RARE_LIGAND,6PLT_D_503_UNL.npz
NAG,7CAB_C_1305_NAG.npz
PGV-like,7RXA_A_801_PGW.npz
ADP-like,7WUB_I_801_ADP.npz
NAG,7UZ4_C_1307_NAG.npz
ATP-like,7NKJ_B_600_ATP.npz
NAG,6UDJ_z_1_NAG.npz
RARE_LIGAND,7VCF_H_176_TPO.npz
FMN-like,7R41_F_501_FMN.npz
AMP-like,7RER_F_602_IMP.npz
CLA-like,7YCA_H_304_CLA.npz
CLA-like,7BGI_A_1102_CLA.npz
RARE_LIGAND,8SLY_A_803_NA.npz
CYC-like,7VEA_dH_201_CYC.npz
RARE_LIGAND,7UUR_C_602_FCO.npz
CLA-like,6KIF_B_1206_CLA.npz
CDL,8HBW_A_402_CDL.npz
RARE_LIGAND,6KIF_H_5002_LMG.npz
SF4-like,7Z84_G_1001_SF4.npz
NAG,8E58_J_1_NAG.npz
FMN-like,8EW3_B_600_FMN.npz
SF4-like,6LU1_C_101_SF4.npz
MAN-like,8G3O_c_6_MAN.npz
GLC-like,6WM2_r_8_GLC.npz
RARE_LIGAND,8HG6_W_314_CHL.npz
RARE_LIGAND,8JCZ_2_2002_Z99.npz
RARE_LIGAND,6RFR_E_402_3PE.npz
CLA-like,6L35_A_820_CLA.npz
HG-like,7XM1_GA_201_BA.npz
CLA-like,8HW1_K_606_CLA.npz
ZN-like,8CRS_B_604_FE.npz
RARE_LIGAND,7E1V_C_304_MQ9.npz
HEC-like,7E1V_C_302_HEC.npz
RARE_LIGAND,7DXB_D_1101_98R.npz
CLA-like,6ZZX_4_612_CLA.npz
RARE_LIGAND,6ZZX_1_611_CHL.npz
NAG,7V7G_i_1_NAG.npz
CLA-like,6L35_A_830_CLA.npz
ATP-like,7JM6_B_901_ATP.npz
BCR,7EU3_F_801_BCR.npz
CLA-like,7Y7B_L_204_CLA.npz
CLA-like,6ZZX_4_602_CLA.npz
ZN-like,8EXR_A_701_ZN.npz
NAG,7SMM_G_2_NAG.npz
BCR,6KAD_B_618_BCR.npz
RARE_LIGAND,7QVI_P_187_KCX.npz
ZN-like,6UQK_A_4000_ZN.npz
SO4-like,7Z16_D_1001_PO4.npz
NAG,6ZOW_Z_1_NAG.npz
CLA-like,7R3K_7_312_CLA.npz
CLA-like,7Y7B_B_803_CLA.npz
ZN-like,8D4X_B_2803_ZN.npz
MAN-like,8F2S_F_5_MAN.npz
AGS,6DJU_D_902_AGS.npz
RARE_LIGAND,6CUD_D_902_FGJ.npz
RARE_LIGAND,8HG3_S_319_IWJ.npz
MAN-like,8AGB_L_4_MAN.npz
NAG,8HEC_R_2_NAG.npz
SF4-like,6K33_cA_846_SF4.npz
ATP-like,7X0Z_B_802_ATP.npz
CLA-like,6KIF_H_1222_CLA.npz
RARE_LIGAND,8ERP_B_505_CDC.npz
RARE_LIGAND,8B64_L_303_U10.npz
RARE_LIGAND,7R42_N_703_I49.npz
NAG,8IOS_H_1_NAG.npz
PX4-like,7JN1_B_501_MC3.npz
CLA-like,7Y7B_B_813_CLA.npz
HEC-like,8AC5_O_401_HEC.npz
RARE_LIGAND,6KAD_C_523_DGD.npz
RARE_LIGAND,7LQZ_A_902_6EU.npz
ADP-like,7Z7I_C_401_ADP.npz
RARE_LIGAND,6KQO_L_403_9TY.npz
RARE_LIGAND,6S3Q_C_504_PC1.npz
CLA-like,7BGI_B_1212_CLA.npz
CLA-like,8HG3_T_311_CLA.npz
RARE_LIGAND,7RZ5_C_1101_ZK1.npz
NAG,7Y5T_E_1_NAG.npz
CLA-like,7EWK_A_808_CLA.npz
BCR,7EWK_B_850_BCR.npz
CLA-like,6KIF_A_1106_CLA.npz
RARE_LIGAND,7UUW_A_73_HIC.npz
CLA-like,6KAD_B_616_CLA.npz
MG-like,7TFB_Z_501_MG.npz
CLA-like,7EW6_B_839_CLA.npz
CLA-like,7BGI_B_1202_CLA.npz
RARE_LIGAND,6KIF_L_5221_LHG.npz
CDL,7QSK_L_702_CDL.npz
RARE_LIGAND,8IO6_C_900_TPP.npz
MG-like,8IO8_B_803_MG.npz
SPM-like,7XQB_G_401_C14.npz
PUT-like,6WU2_B_502_HEX.npz
ADP-like,8OI8_D_401_ADP.npz
CLA-like,6KAD_b_606_CLA.npz
CLA-like,7EW6_B_829_CLA.npz
BCR,6KIF_B_4017_BCR.npz
CLA-like,6KIF_G_1801_CLA.npz
CLA-like,7Y7B_A_837_CLA.npz
RARE_LIGAND,6KAD_D_413_SQD.npz
MG-like,7LGJ_D_902_MG.npz
CLA-like,7Y7B_A_827_CLA.npz
MG-like,6KOU_H_402_MG.npz
NAG,8DP1_Z_1_NAG.npz
RARE_LIGAND,6VX3_A_301_POV.npz
NAG,7P79_S_1_NAG.npz
NAG,8FK5_X_1_NAG.npz
SF4-like,7W4D_M_801_SF4.npz
NAG,7D0C_X_1_NAG.npz
CTP-like,7MIV_H_603_UTP.npz
OLA-like,7N6R_C_604_OLA.npz
NAG,7V7V_Y_1_NAG.npz
ATP-like,8G09_B_600_ATP.npz
CA-like,7VNN_A_903_CA.npz
NAG,6U7H_I_2_NAG.npz
ZN-like,6Z6O_J_801_ZN.npz
CLA-like,8BD3_s_312_CLA.npz
CDL,7TGH_3I_603_CDL.npz
MAN-like,8FL1_e_4_MAN.npz
RARE_LIGAND,7X6I_A_806_YZY.npz
NAG,7SXT_M_1_NAG.npz
BCR,7EW6_B_845_BCR.npz
ZN-like,7Y6P_S_201_FE2.npz
NAG,7KIP_r_1_NAG.npz
RARE_LIGAND,7AK5_H_1_FME.npz
RARE_LIGAND,7R4C_L_701_3PE.npz
ZN-like,7W85_G_501_NI.npz
NAG,8G3Q_g_1_NAG.npz
CLA-like,6L35_A_842_CLA.npz
CYC-like,7SC9_CV_200_CYC.npz
ZN-like,8SEV_A_5102_ZN.npz
CA-like,8HPO_F_504_K.npz
RARE_LIGAND,7VCF_C_328_TPO.npz
CLA-like,6K33_cA_839_CLA.npz
RARE_LIGAND,7QL5_B_501_POV.npz
RARE_LIGAND,8ASI_F_501_HEM.npz
NAG,6ZWV_k_1_NAG.npz
CA-like,8DH6_a_601_CA.npz
ADP-like,8EFH_B_401_ADP.npz
CLA-like,7YCA_5_609_CLA.npz
NAG,6OKP_I_1_NAG.npz
RARE_LIGAND,6L7P_D_614_AJP.npz
RARE_LIGAND,7PLX_C_73_HIC.npz
NAG,7UCG_r_2_NAG.npz
RARE_LIGAND,6L35_5_608_CHL.npz
CYC-like,7SCB_AV_200_CYC.npz
NAG,6XM5_O_1_NAG.npz
NAG,7BNM_A_1209_NAG.npz
CA-like,6QP6_B_1002_CA.npz
CTP-like,8APA_H1_201_UTP.npz
HEC-like,7LQ5_A_307_HEC.npz
NAG,8G4T_0_1_NAG.npz
ZN-like,7EV9_A_503_CU1.npz
ZN-like,7FGG_G_1001_ZN.npz
RARE_LIGAND,7JLP_A_603_POV.npz
PGV-like,6VXZ_C_503_PGW.npz
CLA-like,8BD3_a_407_CLA.npz
NAG,7UPA_D_501_NAG.npz
MAN-like,6PZY_S_5_MAN.npz
ADP-like,6RDJ_Y_601_ADP.npz
NAG,7K9J_S_1_NAG.npz
CLA-like,6L35_B_814_CLA.npz
GTP-like,3JAT_B_501_G2P.npz
NAG,8AJL_P_2_NAG.npz
BMA-like,8DP1_K_3_BMA.npz
MG-like,6RE1_U_1002_MG.npz
MG-like,7KZO_A4_501_MG.npz
BCR,7BGI_B_4003_BCR.npz
RARE_LIGAND,7D6X_C_301_PEV.npz
SF4-like,7BGI_C_3003_SF4.npz
CLA-like,6L35_B_804_CLA.npz
RARE_LIGAND,7AK5_I_202_3PE.npz
NAG,7LBF_C_603_NAG.npz
CLA-like,7YCA_O_2004_CLA.npz
RARE_LIGAND,6HWH_Y_602_HEM.npz
NAG,8DP1_V_2_NAG.npz
CA-like,7UNL_B_702_K.npz
CLA-like,6LU1_A_817_CLA.npz
NAG,8CZZ_h_1_NAG.npz
FMN-like,7XK3_B_501_FMN.npz
RARE_LIGAND,6PLU_E_614_UNL.npz
RARE_LIGAND,7W00_Q_118_2MR.npz
RARE_LIGAND,6TDV_M_202_TRT.npz
RARE_LIGAND,8SIA_C_1314_DU0.npz
RARE_LIGAND,7NAK_A_801_1QD.npz
CLA-like,7ZYV_I_304_CLA.npz
BCR,6ZZX_B_4001_BCR.npz
CLA-like,7S3D_A_1012_CLA.npz
RARE_LIGAND,8HLA_H_301_FL3.npz
CLA-like,6KIF_e_1102_CLA.npz
ATP-like,8BLY_N_602_ATP.npz
SPM-like,7XQF_B_302_C14.npz
NAG,7L89_P_1_NAG.npz
CLA-like,6LU1_A_807_CLA.npz
CA-like,8EPL_A_2401_CA.npz
BCR,6KIF_e_4007_BCR.npz
RARE_LIGAND,6PLU_E_604_UNL.npz
RARE_LIGAND,7TGH_3J_101_PC1.npz
NAG,7EKI_I_1_NAG.npz
HEA,7E1V_F_606_HEA.npz
CL-like,8FWW_C_1008_CL.npz
NAG,6CDE_I_2_NAG.npz
RARE_LIGAND,6EZM_E_406_5LD.npz
CYC-like,7EZX_EP_1001_CYC.npz
CLA-like,8BD3_9_315_CLA.npz
D12-like,7XE4_F_1923_D12.npz
NAG,6ZP1_K_1_NAG.npz
NAG,8G3Q_k_2_NAG.npz
CLA-like,6YXR_A_1112_CLA.npz
CLA-like,7R3K_A_820_CLA.npz
RARE_LIGAND,7LPC_A_906_6OU.npz
NAG,8D56_S_2_NAG.npz
NAD-like,6ZKI_1_503_NAI.npz
NAG,6A95_C_2_NAG.npz
CLA-like,7R3K_A_830_CLA.npz
CLA-like,6YXR_A_1102_CLA.npz
MAN-like,6PZY_M_4_MAN.npz
ZN-like,7S4J_E_502_CU.npz
NAG,6VI0_a_2_NAG.npz
ZN-like,7ZH3_D_1000_ZN.npz
CLA-like,6ZZX_1_603_CLA.npz
NAG,7RSN_Z_1_NAG.npz
RARE_LIGAND,8B64_B_101_SPO.npz
CLA-like,7YCA_A_833_CLA.npz
RARE_LIGAND,8BD3_p_607_CHL.npz
MG-like,6Z1F_D_501_MG.npz
NAG,8G3N_r_1_NAG.npz
NAG,6UDJ_3_1_NAG.npz
CLA-like,6KIF_G_1131_CLA.npz
CLA-like,8AM5_a_843_CLA.npz
NAG,8F2S_G_1_NAG.npz
RARE_LIGAND,8B9Z_N_401_3PE.npz
CTP-like,7MIP_C_603_UTP.npz
NAG,7R8M_B_1301_NAG.npz
RARE_LIGAND,7LPA_B_907_4DY.npz
RARE_LIGAND,7CU3_A_2013_6OU.npz
RARE_LIGAND,6A95_A_1609_NA.npz
RARE_LIGAND,7L2S_D_801_XJ7.npz
CLA-like,7YCA_A_823_CLA.npz
ADP-like,8F8T_A_401_ADP.npz
CLA-like,7Y7B_4_602_CLA.npz
CA-like,7TDG_C_5102_CA.npz
MG-like,6KPI_E_401_MG.npz
RARE_LIGAND,6PLT_A_512_UNL.npz
CLA-like,6KIF_f_1202_CLA.npz
NAG,7QO7_B_1304_NAG.npz
CA-like,7R42_G_804_K.npz
RARE_LIGAND,6RFR_2_503_T7X.npz
HG-like,7XM1_B_201_BA.npz
MG-like,6KQ4_F_401_MG.npz
RARE_LIGAND,7EWK_4_318_LMG.npz
CA-like,7VNN_D_901_CA.npz
RARE_LIGAND,7XLQ_A_2409_3PE.npz
CLA-like,8AM5_b_805_CLA.npz
ZN-like,8F68_A_1003_CU.npz
RARE_LIGAND,7W1Z_Q_118_2MR.npz
MG-like,6CVM_B_2002_MG.npz
RARE_LIGAND,7L2R_A_802_65I.npz
NAG,8DD3_M_1_NAG.npz
ATP-like,7BPA_F_901_ANP.npz
CLR,7WZ0_A_1106_CLR.npz
CLA-like,8AM5_b_815_CLA.npz
MG-like,8APG_D1_602_MG.npz
ZN-like,5T9N_E_5101_ZN.npz
MG-like,6YY0_F_601_MG.npz
FES-like,7ZD6_3_803_FES.npz
CLA-like,6KIF_G_1107_CLA.npz
BCR,6ZZX_3_504_BCR.npz
GTP-like,7AX3_M_901_GCP.npz
MG-like,6KQ4_J_402_MG.npz
GTP-like,8SNB_NA_501_GTP.npz
NAG,8G3O_3_2_NAG.npz
AMP-like,7RES_D_603_IMP.npz
MG-like,6KPI_I_402_MG.npz
PX4-like,7JMC_G_501_MC3.npz
SF4-like,7W31_M_802_SF4.npz
ADP-like,7NVN_D_601_ADP.npz
AMP-like,6U8E_C_601_IMP.npz
RARE_LIGAND,8HW1_B_613_32N.npz
CLA-like,7YCA_A_815_CLA.npz
FES-like,7W31_M_803_FES.npz
NAP-like,8EYK_F_2602_NDP.npz
ADP-like,7UUW_D_401_ADP.npz
RARE_LIGAND,7PM8_C_73_HIC.npz
CLA-like,6KIF_G_1117_CLA.npz
RARE_LIGAND,6WM2_U_502_WSS.npz
HG-like,7XM1_QA_201_BA.npz
NAG,8G3V_W_1_NAG.npz
AMP-like,8FUZ_F_601_IMP.npz
CLA-like,7YCA_A_805_CLA.npz
CLA-like,6WJ6_C_506_CLA.npz
PLM-like,7TJ9_A_2406_PLM.npz
GTP-like,7AX3_B2_901_GCP.npz
NAG,7SMR_F_1_NAG.npz
CLA-like,6KIF_f_1224_CLA.npz
RARE_LIGAND,7R3K_7_304_LUT.npz
GTP-like,7KZO_B5_501_GTP.npz
CLA-like,7YCA_B_843_CLA.npz
NAG,7L8F_U_1_NAG.npz
NAG,6CDE_AA_2_NAG.npz
CLA-like,8AM5_b_823_CLA.npz
RARE_LIGAND,8GRN_B_801_LPC.npz
AGS,7JY5_E_903_AGS.npz
HEA,6HU9_a_603_HEA.npz
ZN-like,7S4J_I_501_CU.npz
RARE_LIGAND,7URF_A_602_PKZ.npz
ZN-like,6M3X_L_401_FE.npz
NAG,7D0C_A_1409_NAG.npz
MG-like,8HH2_F_601_MG.npz
NAG,8IOS_A_1311_NAG.npz
BMA-like,6UDJ_S_3_BMA.npz
CLA-like,6L35_6_608_CLA.npz
MG-like,3JBT_K_1302_MG.npz
RARE_LIGAND,7D72_A_501_GDD.npz
RARE_LIGAND,8F79_E_903_PEE.npz
RARE_LIGAND,6L35_6_619_XAT.npz
RARE_LIGAND,8BD3_7_302_CHL.npz
CLA-like,8AM5_b_833_CLA.npz
CDL,6ZKB_W_201_CDL.npz
FES-like,7P7M_G_1004_FES.npz
CYC-like,7SCC_BG_200_CYC.npz
ATP-like,8BM1_I_603_ATP.npz
AGS,7NKU_F_802_AGS.npz
SF4-like,7BKC_l_202_SF4.npz
ZN-like,8C06_A_2801_ZN.npz
CLA-like,7SA3_A_403_CLA.npz
CLA-like,7R3K_B_850_CLA.npz
CLA-like,7R3K_8_318_CLA.npz
NAG,8G4T_M_2_NAG.npz
NAG,6UDJ_b_1_NAG.npz
NAG,8C1V_G_1_NAG.npz
RARE_LIGAND,6YJ4_I_6301_3PE.npz
NAD-like,8FOZ_A_602_NAD.npz
HEZ-like,7PBZ_A_505_OCT.npz
RARE_LIGAND,7VCF_T_510_TPO.npz
CLA-like,6LU1_A_831_CLA.npz
MG-like,7RLH_C_903_MG.npz
CLA-like,7R3K_B_840_CLA.npz
CLA-like,7R3K_8_308_CLA.npz
RARE_LIGAND,7OCI_D_101_PEE.npz
RARE_LIGAND,6QK7_C_602_5AD.npz
ATP-like,8DGC_C_2101_ATP.npz
DMS-like,7ZDA_C_603_PO3.npz
NAG,7LWP_B_1307_NAG.npz
CYC-like,7SC9_BS_200_CYC.npz
NAG,7UB0_L_1_NAG.npz
MG-like,6KQO_C_401_MG.npz
CLA-like,8HW1_E_603_CLA.npz
GTP-like,8GLV_F1_501_GTP.npz
MG-like,7LN4_D_903_MG.npz
NAG,7E9N_C_1305_NAG.npz
CLA-like,6KIF_e_1124_CLA.npz
CLR,6S7P_A_1304_CLR.npz
ADP-like,6RER_Z_601_ADP.npz
NAG,7C9I_E_1_NAG.npz
LMT,7R44_A_301_LMT.npz
NAG,7LYQ_A_1309_NAG.npz
ZN-like,7WIY_C_501_FE.npz
ATP-like,6MSB_B_501_ATP.npz
CLR,7NIV_A_1305_CLR.npz
SF4-like,7BLX_C_3003_SF4.npz
BMA-like,8G3V_F_3_BMA.npz
BCR,6L7P_D_601_BCR.npz
AGS,6UKS_B_800_AGS.npz
CLA-like,7R3K_A_806_CLA.npz
RARE_LIGAND,7QVI_F_187_KCX.npz
NAG,7UPD_D_504_NAG.npz
RARE_LIGAND,8BD3_d_407_PL9.npz
RARE_LIGAND,7K4A_A_802_Y01.npz
CLA-like,6YXR_A_1124_CLA.npz
CLA-like,7R3K_A_816_CLA.npz
ADP-like,8DBF_B_402_ADP.npz
RARE_LIGAND,7ZYV_D_201_SQD.npz
NAG,6X98_A_621_NAG.npz
RARE_LIGAND,8ED9_A_1401_3PH.npz
RARE_LIGAND,7P7C_L_801_3PE.npz
MAN-like,8FHD_D_4_MAN.npz
RARE_LIGAND,7FGG_E_1003_MGP.npz
AGS,7RLH_A_901_AGS.npz
CYC-like,7SCC_AZ_200_CYC.npz
RARE_LIGAND,7SBY_A_1407_8Z9.npz
NAG,7V88_c_1_NAG.npz
RARE_LIGAND,6PLU_B_608_UNL.npz
NAG,7SMR_J_2_NAG.npz
ZN-like,7OJ5_L_302_MN.npz
CLA-like,6YEZ_B_1022_CLA.npz
AGS,8SEV_A_5101_AGS.npz
NAG,7XST_B_1303_NAG.npz
GTP-like,6WWS_A_501_GTP.npz
COA,7N0L_A_401_COA.npz
CLA-like,7R3K_3_5018_CLA.npz
NAG,7FET_E_1_NAG.npz
NAG,7V7F_M_1_NAG.npz
CA-like,7XLQ_D_1206_CA.npz
CLA-like,6KAC_C_505_CLA.npz
ADP-like,5FTL_E_900_ADP.npz
RARE_LIGAND,8B64_d_102_SPO.npz
ATP-like,7ZEC_D_603_ATP.npz
RARE_LIGAND,7DPT_A_708_5ZL.npz
CLA-like,6L35_B_832_CLA.npz
CLA-like,7YCA_4_313_CLA.npz
NAG,7P77_N_1_NAG.npz
ADP-like,8A2R_E_401_ADP.npz
NAG,8G3Q_6_1_NAG.npz
ATP-like,7S65_C_602_ATP.npz
CLA-like,6ZZX_7_610_CLA.npz
CDL,7R41_K_401_CDL.npz
CLA-like,7R3K_3_5008_CLA.npz
HEA,6GIQ_a_603_HEA.npz
NAG,7MY3_Q_1_NAG.npz
NAG,8DOW_S_1_NAG.npz
CLA-like,6L35_B_822_CLA.npz
CLA-like,7YCA_4_303_CLA.npz
RARE_LIGAND,6ZZX_1_501_LUT.npz
RARE_LIGAND,7K4A_A_803_PCW.npz
RARE_LIGAND,7EN0_C_602_SPH.npz
NAG,6P65_u_1_NAG.npz
CLA-like,6KAD_Y_611_CLA.npz
SF4-like,6K33_bA_847_SF4.npz
CDL,7E1V_N_603_CDL.npz
CLA-like,7Y7B_A_811_CLA.npz
RARE_LIGAND,7UTD_G_166_DHI.npz
MAN-like,8G3N_U_4_MAN.npz
RARE_LIGAND,8ERP_A_507_CDC.npz
CA-like,6V4O_I_504_CA.npz
NAG,7MTE_K_1_NAG.npz
CDL,8AC5_A_3001_CDL.npz
RARE_LIGAND,7QVI_L_501_CAP.npz
NAG,6J8G_B_301_NAG.npz
RARE_LIGAND,6KIF_L_5216_SQD.npz
CA-like,6XLF_B_803_K.npz
RARE_LIGAND,7X9W_U_31_CSS.npz
HEC-like,7ZYV_K_301_HEC.npz
ATP-like,7TJT_C_600_ATP.npz
RARE_LIGAND,7LGQ_E_8_7ID.npz
MG-like,6KPJ_B_402_MG.npz
F3S,7UTD_J_403_F3S.npz
CLA-like,7Y7B_A_801_CLA.npz
NAG,8G4T_a_1_NAG.npz
NAG,7LA4_D_1_NAG.npz
ATP-like,8DGC_D_2101_ATP.npz
RARE_LIGAND,7K4A_D_705_PCW.npz
NAG,7TB8_M_1_NAG.npz
NAG,8EPM_E_1_NAG.npz
ATP-like,6Z1R_C_600_ATP.npz
MG-like,7NJS_C_601_MG.npz
NAG,7L86_Q_1_NAG.npz
NAG,7UZ4_B_1306_NAG.npz
GTP-like,8GLV_R8_502_GTP.npz
ADP-like,7R91_C_401_ADP.npz
SF4-like,7P69_G_1002_SF4.npz
ZN-like,7B5N_R_201_ZN.npz
RARE_LIGAND,8F68_A_1002_HEO.npz
CLA-like,6KAC_S_612_CLA.npz
RARE_LIGAND,6PLU_C_607_UNL.npz
RARE_LIGAND,6KAD_l_101_LHG.npz
BO2,7LXT_L_301_BO2.npz
RARE_LIGAND,7FGG_B_1003_MGP.npz
RARE_LIGAND,6QQ5_A_801_HEM.npz
CLA-like,6KAC_s_602_CLA.npz
RARE_LIGAND,6KAD_R_622_XAT.npz
MG-like,6PQV_D_502_MG.npz
RARE_LIGAND,7TGH_3c_503_HEM.npz
ADP-like,7PLX_C_401_ADP.npz
NAG,7XU5_q_1_NAG.npz
MG-like,6KOU_D_401_MG.npz
ZN-like,7PHI_B_601_ZN.npz
RARE_LIGAND,6WEL_D_803_PX2.npz
FAD-like,7XK3_F_502_FAD.npz
ADP-like,6M5G_A_402_ADP.npz
RARE_LIGAND,8BD3_G_608_CHL.npz
NAG,7UCG_f_1_NAG.npz
RARE_LIGAND,7QSK_A_1_FME.npz
SF4-like,6ZKU_9_402_SF4.npz
RARE_LIGAND,8DTB_D_5103_CFF.npz
ADP-like,8DBF_G_403_ADP.npz
NAP-like,6YJ4_P_402_NDP.npz
FAD-like,7D3E_A_1604_FAD.npz
CLA-like,7Y7B_B_825_CLA.npz
CA-like,8BM1_N_603_K.npz
RARE_LIGAND,7MIX_A_2406_Y01.npz
RARE_LIGAND,8BD3_r_301_NEX.npz
RARE_LIGAND,6PLT_A_508_TAU.npz
RARE_LIGAND,7UTA_D_601_CLF.npz
MG-like,6UKS_B_801_MG.npz
CLA-like,7R3K_7_324_CLA.npz
RARE_LIGAND,7KHR_b_301_POV.npz
RARE_LIGAND,6HU9_C_602_HEM.npz
CDL,8AB8_N_505_CDL.npz
CLA-like,7Y7B_B_835_CLA.npz
ATP-like,6RE7_U_1001_ATP.npz
NAG,7YVE_C_1303_NAG.npz
CLA-like,6KIF_H_1204_CLA.npz
CLA-like,7BGI_B_1234_CLA.npz
RARE_LIGAND,7R44_J_1_FME.npz
MG-like,7VAY_A_601_MG.npz
NAG,7CZU_Q_1_NAG.npz
ATP-like,6RKD_C_301_ATP.npz
RARE_LIGAND,7BVE_C_101_PN7.npz
ATP-like,7PXD_A_701_ATP.npz
NAG,8JCW_2_1101_NAG.npz
RARE_LIGAND,7QSK_h_202_PC1.npz
ZN-like,8DH6_b_303_CU.npz
NAG,8EJG_f_2_NAG.npz
RARE_LIGAND,7YCA_2_607_CHL.npz
AGS,7NKU_C_803_AGS.npz
CLA-like,7BGI_B_1224_CLA.npz
CDL,7TGH_3H_203_CDL.npz
CA-like,7R4C_G_804_K.npz
BMA-like,8CZZ_a_3_BMA.npz
CLA-like,6KIF_A_1130_CLA.npz
NAP-like,6JQN_D_801_NAP.npz
NAG,7MIX_L_2_NAG.npz
CLA-like,6KIF_B_1230_CLA.npz
BCR,7YCA_K_202_BCR.npz
RARE_LIGAND,6JPA_A_1916_4YH.npz
HEC-like,7LQ5_B_305_HEC.npz
CLR,7A6F_A_1306_CLR.npz
CLA-like,6L35_3_609_CLA.npz
RARE_LIGAND,6WEJ_A_801_CPL.npz
ADP-like,7PLZ_G_402_ADP.npz
IMD-like,7WIY_A_502_IMD.npz
BCR,6KIF_S_4018_BCR.npz
CLA-like,7BGI_A_1124_CLA.npz
RARE_LIGAND,7R44_P_502_PC1.npz
RARE_LIGAND,7TU7_F_501_DGT.npz
NAG,7SBY_R_1_NAG.npz
CA-like,7YVS_D_902_CA.npz
MG-like,8IO9_G_903_MG.npz
CLA-like,6KIF_B_1220_CLA.npz
GTP-like,8GLV_DX_501_GTP.npz
CLA-like,6L35_B_840_CLA.npz
ADP-like,6ZQN_D_600_ADP.npz
RARE_LIGAND,7QSK_N_401_3PE.npz
SF4-like,7W4Q_M_801_SF4.npz
FAD-like,7KOE_C_501_FAD.npz
RARE_LIGAND,6DNF_C_501_DGG.npz
CLA-like,6L35_A_806_CLA.npz
RARE_LIGAND,8AGB_A_802_PTY.npz
SF4-like,7W4N_B_301_SF4.npz
NAG,8G3Q_s_2_NAG.npz
CA-like,8G3Q_E_502_CA.npz
RARE_LIGAND,7PHK_D_602_PCF.npz
NAG,8FIS_y_1_NAG.npz
CA-like,7BH2_A_601_K.npz
ADP-like,7Z8M_I_800_ADP.npz
RARE_LIGAND,7P3Q_E_202_DTP.npz
RARE_LIGAND,7TGH_X1_201_PC1.npz
AGS,7PT6_F_1102_AGS.npz
RARE_LIGAND,7L2S_A_803_NA.npz
NAG,6VHH_F_1_NAG.npz
CLA-like,6L35_A_816_CLA.npz
RARE_LIGAND,7V33_Q_118_2MR.npz
FES-like,7ZYV_L_402_FES.npz
CA-like,7PKD_I_302_CA.npz
RARE_LIGAND,8GY2_A_802_PQQ.npz
CLA-like,8BD3_C_604_CLA.npz
NAG,7UPA_G_503_NAG.npz
CLA-like,7S3D_G_1013_CLA.npz
NAG,6CM3_d_1_NAG.npz
RARE_LIGAND,7Y7B_Z_307_KC2.npz
CLA-like,6LU1_B_805_CLA.npz
SPM-like,7XQF_A_300_C14.npz
NAD-like,8ARI_I_501_NAD.npz
ZN-like,7Y6P_E_201_FE2.npz
SPM-like,7XS6_A_2008_C14.npz
PEB,7EZX_a9_201_PEB.npz
